ImageID,Labels,Caption
184.jpg,1 3,A car driving on a street in the town center.
4352.jpg,1 3 15,A man reaches for the ball while playing lawn tennis.
13018.jpg,16 9 1,A small boat sailing in a body of water
7144.jpg,1,Two people walking on the tile path below with umbrellas
6064.jpg,1,A group of people standing on top of a soccer field kicking balls around.
14620.jpg,1 2,a boy that is jumping a skateboard into the air
22230.jpg,1,A pancake on a table is cut into little squares.
16722.jpg,1,Some very young girls are playing some soccer outside.
29578.jpg,9 1,Some people water sailing on a lake and a boat.
8805.jpg,1,A group of people are playing a video game.
15405.jpg,8 10 3 6,Sidewalk next to a freeway on a cloudy day with a red bus.
29336.jpg,1,a man in skis is walking up a snowy hill
14768.jpg,8,A silver trailer parked in front of a palm tree.
6056.jpg,1,A woman standing in front of a large pizza.
23767.jpg,18,Two small dogs stand expectantly in front of their food dishes
26195.jpg,1,a child sitting on a blanket on a beach
17865.jpg,1 3 5 6,A tour bus drives away from the airport.
21289.jpg,18,A black dog catching a frisbee in it's mouth.
27134.jpg,1 18,Dog lying near wall with hat and other items nearby on sidewalk.
21723.jpg,1,This guy is in the country about to fly a kite.
9448.jpg,1 15,A baseball player after swinging and hitting a ball in a baseball game
5385.jpg,1,A woman playing tennis is bending down to hit the ball.
22454.jpg,1 19,A pretty young lady petting a brown horse
4318.jpg,1,a woman is holding a sandwich and wearing a red dress
12572.jpg,8 3 7,A train traveling over a bridge over a water way.
14947.jpg,17,A cat is using the keyboard on a laptop as a head rest.
2652.jpg,1,A person holding a banana with a message on it
6017.jpg,1 15,A woman sitting on a park bench with luggage.
23540.jpg,1 3,A man at a restaurant table in front of a pizza
15771.jpg,1,Happy twin men working on their computers in a library
25221.jpg,1,A man sits at a table with a laptop computer.
17887.jpg,4,A scooter with a bag on it parked next to a pasture with two cows in it.
26690.jpg,1,A plastic container filled with slices of sushi.
6473.jpg,1 3,A huge crowd of people gathered around small tents and livestock.
23943.jpg,1,A man in a purple shirt doing a trick on a skateboard.
113.jpg,1 3 5,A commercial airplane with the door open and people walking in.
14372.jpg,16 19,A picture of a very nice bathroom with the light on
472.jpg,8 1 4,A man riding a motorcycle with his wife and child on the back.
18013.jpg,8 5,Airliner approaching a gate near other parked planes.
14804.jpg,15,"A bench that stands on the pavement, in front of a dirty looking building, is almost completely covered by carelessly arranged outerwear and other types of travel gear."
28795.jpg,1,A group of people flying kites on the ocean
22215.jpg,19,A black and a white horse are grazing in a green pasture.
18035.jpg,1,"A family is posing for the camera, while enjoying their meal."
5866.jpg,3 14,Close up of a coin operated parking meter with a car parked behind it.
29788.jpg,17,a black cat laying on a white comforter
29628.jpg,16,A bird that is standing on a branch in  a cage.
28988.jpg,1,Has anyone ever asked the elephant if she likes this job?
10119.jpg,1 2 10,A man that is sitting on a bike.
27129.jpg,1 3 6 7 13,A busy street with cars and a trolly at a stop sign and intersection.
848.jpg,15,A large metal clock sitting in the middle of a sidewalk.
5049.jpg,1,Several people standing in an office with wooden furniture.
13297.jpg,18,A dog laying on top of a couch looking sad with it's paw sticking out.
4571.jpg,1 15,Two young women are playing soccer on green grass.
15673.jpg,1 3 5,A British Airways jet landing at an airport
16368.jpg,16 1,A living room is shown with couches and a cabinet.
16291.jpg,1,A man holding a creepy clown bag on top of a counter.
18804.jpg,17,A pile of dishes with fat cats on them
3773.jpg,1,A little kid standing in front of a pile of stuffed animals.
22446.jpg,1,A black and white photo of a man with a cow.
25129.jpg,1,A man wearing a wet suit and holding a surfboard.
13260.jpg,18,A half eaten cake sitting on top of a plate near a dog.
28944.jpg,1,A man sitting at a table holding a glass of wine.
28704.jpg,1 3 6,A red bus on street next to a building.
13905.jpg,1,A man taking a selfie with a television in the background.
135.jpg,1,Two young children on a ramp with their skate boards.
19036.jpg,1,this is people standing in the snow in the sun
28350.jpg,15,"An outdoor patio area that has a brick wall and a bench, tables and chairs."
25711.jpg,1,Female tennis player in blue outfit returning volley.
21023.jpg,1,A woman with grizzly clothes and makeup is brushing her hair.
13734.jpg,1,A beach area with tent and umbrellas and people in water.
12246.jpg,1,Two young boys who are laying on a bed.
12937.jpg,1,A young man outdoors in a park using his cellphone to text.
24397.jpg,1,People at a restaurant dining and posing for a picture.
14811.jpg,1,A beautiful woman sitting next to a man next to a steaming metal pot.
24465.jpg,16,A weird bird reflected in a square shaped mirror
28474.jpg,1,A living area with people sitting on couch next to bookshelf.
2584.jpg,16 1,A man in a blue uniform has rain gear over his hat.
15018.jpg,1 18,A man carries his dog on his back on the beach.
18869.jpg,1,A man with long hair is sitting on the couch
10279.jpg,1,two people on the same team playing soccer.
8790.jpg,1 7,A yellow truck is sitting parked in a lot.
15026.jpg,1,A group of young people playing a game of frisbee.
3039.jpg,1,A person is putting toothpaste on four toothbrushes at one time.
18455.jpg,1,A young male is performing tricks on his skateboard.
19180.jpg,1,A person ridding the waves on a surfboard about to wipeout.
3997.jpg,1,A woman sitting on a couch next to a man.
20315.jpg,1,Two soccer players kick at a soccer ball.
26570.jpg,1,A young man performing an aerial skate board trick.
6566.jpg,1 15,A person on the street holding an umbrella
27461.jpg,1,A baseball player standing in the middle of a baseball field.
16401.jpg,1 19,A horse pulls a trolley in front of a palace.
11106.jpg,17,Black cat sits and stares atop of a television set.
11480.jpg,1 18,The man is throwing the Frisbee outside in the field.
29747.jpg,1,"A man holding a banana a sign that reads bath time fun."""""
425.jpg,1,a person standing with a guitar with people sitting
24144.jpg,1 5,A little boy is waving at the runway as a plane is sitting waiting for takeoff.
19955.jpg,1,A person grabbing a slice of pizza on a pan.
5268.jpg,1 3,A boy is practicing a jump on a skateboard.
24698.jpg,9 5 1,A airplane in the water in a stationary position.
4693.jpg,1 5,A close up photo of a passenger plane.
13670.jpg,1,a close up of a two people holding hot dogs
23639.jpg,1 3,a man on a skateboard at a skating bowl
27667.jpg,1 2 3 4,Four motorcycles parked around a car on a street.
6810.jpg,6,An old silver trailer has been spray painted
2531.jpg,16 1,Man in all black swimsuit walking down a beach with his surfboard.
17226.jpg,16,A small gray elephant walking through a forest.
13691.jpg,1,A photograph of an outside with numerous things in the scene.
24806.jpg,1,A young girl is getting a haircut in a chair.
26121.jpg,1,A toddler boy has a halo on his head.
15060.jpg,1,Two elephants in dirt field next to a wire fence.
7015.jpg,1 15,A man sitting on a bench takes a picture with his phone.
17564.jpg,1,A baby messily eats a cake with her hands.
4111.jpg,1,A person riding a wave on a surfboard.
17183.jpg,1 7 15,A train on tracks at train stop with people on a bench outside.
325.jpg,1,A man and a woman at the beach in front of the ocean with small waves.
11406.jpg,1 15,A group of men sitting at a wooden bench next to skis.
16768.jpg,1,Three ladies with skateboards on a slope
5360.jpg,16 9 1,a couple of boats are sitting in the water
10025.jpg,4,A vendor's car full of bananas sits on a city street.
11850.jpg,6,An advertisement for a French Wooler company.
25369.jpg,1 5,A distant shot of a jet parked around other aircraft's.
27854.jpg,1,A man taking a swing at a tennis ball
5235.jpg,1,A stuffed bear standing on a wooden chair.
25899.jpg,7,there is a vintage train coming up the tracks
27672.jpg,1 6,an image of tour bus driving down the street
2197.jpg,1,Men in action are playing football on the grass.
29182.jpg,1,A blue umbrella sitting on a sandy beach.
26446.jpg,17,"A room with a bookcase, several books, a television and a couch in it."
26480.jpg,1,A man dressed in black in white hitting the tennis ball on the court.
11354.jpg,7,A train traveling through an industrial area on train tracks.
21089.jpg,1 2 13 6,A person riding a bike next to a yellow school bus.
8700.jpg,1,A young boy smiles while having food shoved in his mouth while on a boat.
16313.jpg,9 1,A shirtless man riding a wave on a white surfboard.
653.jpg,7,A train is going down the tracks on a mountainside.
14985.jpg,1,a person holding a cup next to a microwave
20513.jpg,1 18,A lady walking a dog during the day.
7662.jpg,1,A group of friends are standing laughing in the kitchen
17089.jpg,1 3 6,A man standing in front of a bus that has crashed into a car.
3234.jpg,1,Woman holding skis wearing tank top and ski gear.
24854.jpg,17,A calico cat laying in the middle of a red bed.
10590.jpg,1,A baseball player holding a baseball wearing a catchers mitt.
10918.jpg,1,A young man appears to be observing his apartment.
9305.jpg,18,A close shut of a dog with its tongue out.
29022.jpg,1 10,a cow that is standing on a rail road track
24413.jpg,1,a boy is holding something laying in a field
13218.jpg,1,An asian man holding a smart phone in his hand.
23729.jpg,1,A man tying a bandana around a statue's neck.
8565.jpg,1,A couple of men standing on top of a hard wood floor next to each other.
2099.jpg,18,A brown dog with an orange frisbee in it's mouth.
21963.jpg,1,A man with a racket stands on a court.
29425.jpg,1 3,A man loading luggage in the back of an SUV.
23059.jpg,17,A black cat sitting on sink next to a mirror.
18229.jpg,2,a parked bike sits outside next to a buildings door
25884.jpg,16 1,A girl sucking chocolate off her finger and holding a spoon.
1275.jpg,1,A young boy brushing his teeth over a sink.
13759.jpg,1,A woman is frowning near a laptop computer.
14832.jpg,1 7,A train traveling down train tracks next to people.
4304.jpg,1,A woman standing on top of a tennis court.
710.jpg,9,Boats docked at a marina by a city.
27127.jpg,16,A green edge along the water with a flock of bird in the sky.
21222.jpg,1,Two young men holding Nintendo Wii game controllers.
9901.jpg,1,A man wearing a skin suit and carrying a surfboard.
2132.jpg,1,A woman looking towards several clocks that are lined up.
17474.jpg,1,Three snowboarders smile as they sit in the snow.
23656.jpg,1 3,a man is walking past a tower with a clock
22818.jpg,1,A blindfolded man eating a doughnut suspended on a string.
10731.jpg,1,The two skiers have on all the gear needed to ski.
21624.jpg,18,A DOG SPLASHING RUNNING IN WATER PLAYING FRISBEE.
16110.jpg,18,A dog with a pink object in its mouth.
16686.jpg,1 5,Jets and planes in a building with people.
24362.jpg,3 15,A small wooden bench on the side of a road.
29552.jpg,1 19,there is a woman standing by a fence looking at a horse
28910.jpg,1 19,Woman riding a horse on the dusty ground
9054.jpg,8 1 10 3,A street light sitting on the corner of a street.
10041.jpg,1 15,A man outside about to catch a Frisbee.
24517.jpg,1 18,A dog in a rear view of a car mirror through a car window.
27802.jpg,1,Two people flying kites on a slightly cloudy day.
23319.jpg,1,an image of a man on the beach carrying a kite
9912.jpg,9,this is a pier with boats on the water
14684.jpg,1 2 3,A man who is riding a bike in the street.
15211.jpg,1,A man dressed in yellow standing over a buffet with a line of people.
20990.jpg,8 1 3 9,A boat is on a trailer with information about it in front.
27739.jpg,1,A picture of a cellphone screen in a person's hand.
23847.jpg,1,A woman riding a wave on top of a surfboard.
11892.jpg,18,A dog looks away from the camera at a park.
8830.jpg,1,A man wearing a burgundy sweater holding a sandwich wrapped in paper.
12465.jpg,1,A person holding a surfboard walking to the ocean.
4132.jpg,1 18,a couple dining at an outdoor restaurant with their dog
4622.jpg,17,Black and white cat playing with video game controller.
566.jpg,1,A man holding a baby catching a frisbee
28768.jpg,17,A cat rubbing its head on a laptop.
8973.jpg,1,a man with a hat throwing a frisbee to a woman in a field
25794.jpg,1,A couple of women playing a game of frisbee.
11820.jpg,1,a man that has a pink and black tie
22251.jpg,8 10 3,A large truck driving down a street between traffic lights.
15654.jpg,1 4 13,A row of motorcycles parked as people congregate in the street.
23866.jpg,1 15,A catcher and batter playin baseball on a baseball field.
5381.jpg,8,A tractor trailer truck that is parked on the grass.
26880.jpg,1,A snowboarder has jumped off a small mountain of snow
5458.jpg,1,The elephant extends his leg to help a man climb on it's back.
18342.jpg,1 15,Black and white old fashioned photo of a young man pulling a cow.
12495.jpg,1 15 7,A man carrying luggage while walking next to a train.
23848.jpg,8 3 4,Row of motorcycles in dirt parking lot with cars
12147.jpg,11,a grey  fire hydrant on the side of a street
23535.jpg,1,A little girl holding a brown teddy bear.
27648.jpg,1,A desk filled with office supplies and a computer.
10734.jpg,1 19,A woman standing before a brown horse next to a tall structure.
13257.jpg,1,A man standing in front of a microphone.
22930.jpg,1 2 3,A skateboarder signing autographs for a few young boys.
6947.jpg,18,A dog jumping to catch a frisbee in the grass
20366.jpg,3 13,A stop sign and a street sign posted on a neighborhood intersection.
11289.jpg,19,Two horses standing in a river by a grassy area.
27032.jpg,1,A child in pajamas is asleep on a stairway.
9431.jpg,1,A man holding a very large chocolate doughnut.
18600.jpg,1 19,A woman riding on the back of a brown horse.
15720.jpg,5,A black and white picture of a jet airplane.
29748.jpg,1 19,a field that has some horses in it
1795.jpg,7,View of a commuter train passing over an overhang from a mirror.
21583.jpg,8 1,A man standing next to a bag of luggage.
18285.jpg,8 10 3,A large fake cow is standing outside of a building.
13023.jpg,1 4,a person sitting on a parked motorcycle indoors
1057.jpg,1,A computer is left open in a public place.
10156.jpg,1,A man talking on a phone in front of a building.
7687.jpg,15,A couple of benches covered in snow at the park.
2629.jpg,1,A person on a court with a tennis racket.
7699.jpg,1 2,A man holding a kite and three children in a grassy area.
2731.jpg,1,A group of people sitting around a table.
4816.jpg,1 19,A horse carrying a bunch of orange containers on it's back while walking on a sidewalk.
19002.jpg,1,A person is holding a pair of scissors under a green light.
10159.jpg,1,a person riding a surf board on a wave
5646.jpg,1 4,Person on motorcycle riding on the race track.
29172.jpg,1 2 3,There is a young girl with glasses throwing a frisbee
14081.jpg,8 1 3 5,A large white jetliner sitting on top of an airport.
18661.jpg,1,a woman is tossing a white disk to a kid
28594.jpg,16,A bird sitting on top of a slab of cement.
445.jpg,1 3 13,A car riding near a construction site that's taped off.
25428.jpg,1,Two women standing on skis in the snow.
8913.jpg,7,A train engine without cars on railroad tracks.
4800.jpg,18,A wet dog on a surfboard and wearing pink.
17202.jpg,1,A group of children are playing soccer together.
26416.jpg,8 1 10,A person riding skis down a snow covered road.
21812.jpg,1,A woman playing tennis is swinging the racket while a crowd watches.
2543.jpg,1,A man us hitting a baseball in the field
4623.jpg,1,A woman eating a hot dog in a car.
18775.jpg,1,A laptop musician unleashes his genius with a computer and MIDI controller
23380.jpg,1,a bedroom with a circle purple bed with a view of a tv
10467.jpg,1,A woman hitting a tennis ball with a tennis racket.
26239.jpg,10 7,an image of a train going down the track
21668.jpg,17,brown and black stripped cat sleeping on top of a Wii game controller
8612.jpg,1 19,two people riding horses on a beach near water
284.jpg,1,A man holding a tennis racquet on a tennis court.
998.jpg,1 6,Woman walking with umbrella on rainy day in urban city.
16643.jpg,1,A skier skis in a snowy mountain.
11373.jpg,13,A tall purple flower sitting down the road from a red stop sign.
5020.jpg,1,Two photos of a man hitting a ball with a tennis racket.
27005.jpg,17,a cat stands in an empty food dish and eats from another that has food
14281.jpg,1 19,A large Ferris wheel sitting on a beach next to tall buildings.
7361.jpg,1 6,A couple of people riding along side of a city bus.
24231.jpg,9 5,A large airplane flying over a body of water.
1718.jpg,17,A kitten is playing with stuffed teddy bears.
17925.jpg,1,A man standing on a ski slope wearing a blue hat holding ski board.
28972.jpg,1 4,A motorcycle has a red and white gas tank.
17882.jpg,1,A man sitting at a table with a cake covered in berries on a  plate.
27373.jpg,1,a small little pizza that is on a picnic table
4768.jpg,8 1 3,A group of people standing and sitting around each other.
21235.jpg,19,a brown horse standing on  a hill next to some rocks
4281.jpg,3 1 10 11,"A fire hydrant that reads  Make Love To Iraq "" ."""
7199.jpg,5,a small airplane that is on a runway
23809.jpg,16,Two birds walking beside each other in a field.
4533.jpg,1,a man is eating a piece of bread inside
27413.jpg,9,"The boats are on the water, docked and ready to be driven"
14076.jpg,8 1 10 3,A large citgo sign on top of a tall building.
23725.jpg,1,A tennis player getting ready to hit the ball with his racket .
18026.jpg,1,A man is prepping a turkey in front of a bottle of wine.
7530.jpg,1,a man is looking at his cellphone outside
4592.jpg,1,two people riding surf boards on a wave
7040.jpg,1,a number of people near many bags of luggage
9748.jpg,1,A person catching a wave while surfing in the ocean.
11583.jpg,17,Two cats sitting in front of a window.
8469.jpg,1,some lady with a red coat skiing down a hill on some snow
3661.jpg,3 11,A red water hydrant on a pavement next to some buildings
19802.jpg,8 3 7,A train goes along the tracks parallel to a highway.
8352.jpg,5,A large white plane flying through a blue sky.
5426.jpg,8 1 2 4,The motorcycle is parked next to a bike rack.
27114.jpg,1,Several people are kite boarding on a rocky ocean.
2379.jpg,1 4,A guy on a motorcycle flying through that air from a jump.
20586.jpg,16,A bird flying over a beach next to the ocean
17185.jpg,1,a girl playing tennis hits the ball back to the opponet
682.jpg,1,A person walking on a street with a umbrella.
111.jpg,1 6,A person holding a tray full of orange carrots.
27449.jpg,3,A pair of skis are attached to the back of a car.
8342.jpg,10 3,Two vehicles stopped at an intersection with both red and green traffic signals.
7324.jpg,1 18,A girl holding on to a hound dog.
23459.jpg,1 7,Train cars passing under a bridge at a train station.
20849.jpg,1,A very big grassy field with a bunch of bats together.
3411.jpg,1 7,A train pulls up to another on a platform.
26943.jpg,17,A cat with green eyes curled up in the bath room sink
12509.jpg,8 4 14,A bar and grill named the library with a motorcycle parked in front of it.
3977.jpg,11,A fire hydrant that is standing in the grass.
29639.jpg,2 6,A mass transit bus with a bike mounted on the front.
4403.jpg,17,A black cat is climbing down a book case.
7393.jpg,1,A film strip of some guy running in the daytime.
11395.jpg,8 1 18 3,A brown dog laying in the back of a car.
1374.jpg,7,A train is hauling supplies across the country.
22061.jpg,1 2 3,A woman with black umbrella walking across a street.
25445.jpg,1,A man riding a surfboard onto a wave.
14183.jpg,1 3,A man with food stuffed in his mouth next to an SUV.
19875.jpg,1,a group of people enjoying some parachutes on their back
16253.jpg,16,A herd of elephant walking across a lush green field.
4315.jpg,1,Two half eaten doughnuts sit on a paper bag.
28316.jpg,1,A group of men carrying surfboards into the ocean.
4878.jpg,1 15,A black and white photo of a man on a bench
16329.jpg,8 1 3,a few cars that has kites flying above
20149.jpg,1 10,A woman riding skis across snow covered ground.
14965.jpg,1,"A woman in downhill ski gear, holding her poles on a snowy area."
2661.jpg,1 4,A helmet wearing man riding on his motorcycle.
21626.jpg,1,The man holds an uncooked shish kabob near a brick over.
5702.jpg,1,A woman standing in front of a bathroom mirror taking a selfie
14276.jpg,9 6 1,A yellow bus moves through a large body of water.
7020.jpg,1,A man that is walking on the sidewalk with an umbrella.
10999.jpg,1,A skier hovers in the air with arms outstretched.
22531.jpg,1 6,a red and white bus is on the side of the street
26606.jpg,1,A PILE OF LUGGAGE LAYING ON THE FLOOR
3788.jpg,7,A single passenger train car sits on a track.
15115.jpg,15,A stuffed teddy bear sitting on top of a wooden bench.
22020.jpg,8 1 5,Military jet on display for crowd on paved tarmac.
9468.jpg,19,A light brown horse carrying baggage around the saddle.
14028.jpg,1,A young boy riding a wave on top of a surfboard.
6259.jpg,1 6 7,There is a person looking out a small open window on the bus.
21888.jpg,1,A group of people riding kiteboards in the ocean.
7599.jpg,13,Graffiti lines the back of a stop sign.
19500.jpg,7,"A train runs along a railroad track, with another close behind."
14463.jpg,1,A man standing next to a microwave in a kitchen.
21987.jpg,1,A girl is having fun playing a video game of tennis.
5942.jpg,1 2,A bicycle on it's kickstand in the grass on a rocky road
29315.jpg,1,a man standing near the top of a snowy mountain on a somewhat cloudy day
13270.jpg,3 4,a motorcycle parked on a brick street with a sky background
17542.jpg,1 3 6,a bus on a wet street at night and some buildings and lights
29961.jpg,1,A baseball player with the number 54 on his uniform at bat and a catcher behind the plate.
14624.jpg,1,A little girl holding an orange tennis racquet in her right hand.
19258.jpg,8 1 3,A man holding a can has a cell phone to his ear outside
648.jpg,1,a person standing holding a nintendo wii remote
17637.jpg,17,A cat is curled up next to some paperwork.
19099.jpg,16,A cutting board topped with dead birds full of stuffing.
7334.jpg,8 10 3 6,A red traffic light hanging over a street of traffic.
27001.jpg,1,A skier skis through powdered snow on the slope.
12256.jpg,1,Several surfboards standing upward in a store.
17269.jpg,1 3,A man jumping into the air catching a frisbee in a  forest.
6220.jpg,1,two catcher and a pitcher stand on the pitchers mound
21383.jpg,1,A woman riding skis down a snow covered street.
18418.jpg,17,A cat standing behind a bush on a stone walkway.
26540.jpg,3 7,A blue train on the tracks in motion
19712.jpg,1 10,A man with a camera sitting on top of a traffic light pole.
19673.jpg,17,A cat and a stuffed animal laying on a bed.
10431.jpg,1,A batter about to hit a baseball during a baseball game.
3651.jpg,1,A man writing on the screen of a laptop computer.
11149.jpg,1,A piece of food is being picked up from the container.
21104.jpg,1,A person holds a technology device in each hand.
7411.jpg,1,A man in grey suit with microphone and people in an audience.
3684.jpg,1,A man holding an apple with a bowl haircut.
10632.jpg,19,A very grassy hilly area with a herd of horses grazing.
22549.jpg,1,Some people are getting ready to do something.
17843.jpg,17,Two cats are on a suitcase and two are on a bag.
13129.jpg,3,A broken blue umbrella is lying on the cement outside.
22384.jpg,1,An oriental temple of some sort somewhere in the world.
2481.jpg,1 3 6,A double decker bus passes a blue car and buildings on the street.
19998.jpg,1,A young boy under a red bedspread sleeps in bed.
1858.jpg,8 6,An odd looking vehicle is parked in the spot
6903.jpg,1,"A man is standing, playing an interactive game on the tv set."
19246.jpg,18,A small dog begging for food on top of  a plate.
16481.jpg,1 19,A street scene with several police officers on horses.
7532.jpg,1,A man pulls his food from his open oven
16747.jpg,1 15,A bench sitting on top of a lush green field.
9047.jpg,1,Player in pink uniform kicking soccer ball during match play.
23468.jpg,17,A desktop computer that is sitting on a desk.
16716.jpg,1,A man on a court with a tennis racket.
1602.jpg,1,A white bear laying next to a large stone wall.
25526.jpg,11,The green fire hydrant is sitting on the side of the street.
18963.jpg,1,a man in a blue track suit leading a cow
11250.jpg,1,A young child in a highchair talking on the telephone.
28558.jpg,1,A person riding their skiboard on top of a stair railing.
3475.jpg,18,two tan dogs are playing with a pink frisbee
318.jpg,1,a group of people in a field near many trees
23945.jpg,3 6,A city bus idles at a corner bus stop.
29797.jpg,1,A man riding the wave on a yellow and red surfboard.
23839.jpg,1 4,"Another view of the bear-costumed men taking part in the no bike parking tax"" protest."""
18191.jpg,1 2 15,Various people on bicycles riding down a sidewalk.
29175.jpg,1,a man with a bagel sandwich in his mouth is holding a plate
19058.jpg,3 1 11,A crowd of people standing outside of a tall building.
7121.jpg,1 19,A young man riding on the back of a white horse.
21192.jpg,1,The skateboarder is jumping down the long ramp.
24014.jpg,1 7,Black and white photograph of the view onto the platform from a subway train
26000.jpg,1,A man standing on a tennis court holding a racquet.
16976.jpg,1 7,People riding on a sight seeing train in the daylight.
5821.jpg,1 3,Two men try to fight over a thrown Frisbee.
29733.jpg,1,A man serving ice cream to a lady.
7068.jpg,16 1,Two pictures of men standing near cows.
24502.jpg,8 1 10 3,A street in china is lit up with lights.
26237.jpg,17 3 1,there is a orange tabby cat sitting on top of a car
16536.jpg,1,a bunch of glass vases sit on a counter top
21968.jpg,8 1 2 4,trucks and mopeds in traffic in a foreign country
13152.jpg,19,A young horse that is black with a white mark on it's forehead.
4775.jpg,13,A stop sign in front of a very black background.
8822.jpg,1,A bill board for the Oakland A's baseball team.
10113.jpg,7,A train riding through a railroad track.
12549.jpg,1,A conference area with people sitting at tables eating.
8499.jpg,18,A black dog laying on a bed under a blanket.
12077.jpg,1,Three woman sitting at a dinner table smiling.
27200.jpg,17 3,A cat sitting in front of a flat screen TV with a race on it.
84.jpg,1 3,MAN ON CELL PHONE STANDING ON STREET CORNER IN HOUSE SLIPPERS
10498.jpg,1,A white sink and window in a room.
27568.jpg,1,A delicious looking piece of chocolate cake topped with whipped cream and caramel.
3851.jpg,1 2,a well cooked pizza in a white plate ready to be eaten
26243.jpg,9 1,There are a line of people holding surfboards.
22678.jpg,1,A man standing next to a child riding skis.
13533.jpg,15,The interior of a magnificent stone church with pews
29076.jpg,1,People from a formal affair are eating at the buffet.
23278.jpg,1 2 3,Several people watch cars drive by with bikes on them.
28344.jpg,1,A man riding on top of a wave on a board.
10432.jpg,1,A man taking a selfie with his cell phone.
19929.jpg,1,A person heading down a slope on their skis
19388.jpg,1 10 3,A large sign on a city street for Route 66
3607.jpg,1 10 7,A man standing next to train tracks and trains.
11075.jpg,1 18,a woman is sitting in a chair with a dog
23830.jpg,1,A man riding on top of a surfboard on a wave in the ocean.
6153.jpg,1,A group of skate boarders are preparing to perform for a crowd.
27126.jpg,1,A man riding a wave in the ocean on a surfboard.
1320.jpg,1 15,A girl flying a kite around hotels at the beach.
21593.jpg,1 18 4,A dog that is sitting on a toy motorcycle.
29968.jpg,17 1,A woman holding a cat while seated on a chair
21861.jpg,1,A person flying a kite on the beach near some logs.
15344.jpg,1,a person that has a racket in his hand
5380.jpg,1,A man carrying a surfboard on top of a sandy beach.
5817.jpg,1,A skier wears a funny animal costume as she makes her way down the hill.
14927.jpg,1,The young man is lying on a body board.
21865.jpg,1,A wooden table topped with lots of clutter and a statue.
6115.jpg,1,a small kid smiles in between two stuffed animals
20883.jpg,1 5,A man standing next to a fighter jet under a cloudy sky.
22957.jpg,1,A man with a black afro wig wearing a vest and tie.
8360.jpg,1 15,A man standing on a base holding a bat.
14460.jpg,1,A person with a very pretty umbrella by a crosswalk.
17026.jpg,1 4,A very tall clock tower towering over a city.
1143.jpg,1,"Looking down at a squat style toilet, water bucket and sink"
8486.jpg,1,This is the best hot dog she has ever had
551.jpg,16,A flock of birds gathered around a blue lawn chair.
7276.jpg,17 18,A large cat standing pushing a cart with wheels.
22706.jpg,15,A lit concrete walkway leading to a lighthouse.
20459.jpg,1,A smiling woman walks on the beach with her surf board.
8590.jpg,1 2 3 8 10,A man riding a bike in a city at night
29212.jpg,1,A baseball player swinging a bat on a field.
2803.jpg,7,a train speeds down the tracks through the country side
1046.jpg,1,people with plates getting food at a food line
149.jpg,1,A person swing a tennis racket at a tennis ball.
3069.jpg,1,A man standing in front of a wooden table holding a hot dog.
8684.jpg,1,Two elephants raising their tusks in the air
94.jpg,1 5,Many propeller plans and biplanes on display in a museum.
7625.jpg,1 19 9 7,A large body of water surrounded by a marina and town with lots of boats.
26963.jpg,16,A BIRD SITTING IN THE TREE IS SNACKING ON A APPLE
15973.jpg,1,A man flying through the air while riding a snowboard.
914.jpg,19,A doll and small toys in a doll house.
9793.jpg,1,A tennis player at a professional match swinging at the tennis ball
13967.jpg,19,A lone horse grazes on grass near trees.
26830.jpg,1,A woman hitting a tennis ball with a racquet.
17315.jpg,1 19,"A man smokes, standing by two tilling horses on a farm."
21652.jpg,1,A young man running to return a tennis serve.
1496.jpg,8 1 3,A group of people standing  with their surfboards
28584.jpg,1 10 3,Looking down the length of a city street while cars pass by.
18492.jpg,17 15,Two cats on opposite sides of a stone picnic table.
13724.jpg,1,a person in a kitchen preparing food on a table
24510.jpg,1 10 4,A large group of people on motor bikes.
4885.jpg,1 15,A man standing at the plate watching the ball past.
10633.jpg,1,Man holding a small yellow Frisbee against some trees
26287.jpg,3 6,The white city bus is parked near a parking lot.
7098.jpg,1,A person with a hot dog on a street.
18200.jpg,18,Black and white dog sitting on a rock with trees in the distance below
7873.jpg,1,A person skiing down a snow covered mountain.
23026.jpg,7,A train that is sitting on a train track.
24524.jpg,11 1 18 3,A large fire hydrant inflatable balloon next to a couple of women.
20110.jpg,1,A surfboard sticking out of the sand at a beach.
11548.jpg,1 3,A woman stands next to her car with surf boards piled on its roof.
18484.jpg,1,A tennis player yells while jumping on the court.
12333.jpg,10,Two street lights with no right turn signs read red.
18719.jpg,1 19,a person riding a horse on a dirt ground
25092.jpg,1,Man dressed in all black doing a skateboard trick.
21608.jpg,1,"A man holding an object in each hand watching a TV, people sitting in the rear at a table."
18080.jpg,1 15,A young man riding a skateboard on top of a basketball court.
14777.jpg,1 3,A woman with bright red hair sitting at a table with other people.
25920.jpg,17,A fluffy cat lays before a disorganized bookshelf.
10121.jpg,9 18,A dog sitting on the front end of a boat on a lake.
4901.jpg,18,A dog stands on the beach next to a bag.
17125.jpg,1 2 3 10 13,A stop sign at a city street intersection with young people ridding skateboards and bicycles.
19687.jpg,1 10 3 6,A red and yellow bus sitting below very tall buildings.
17659.jpg,1 3 6,A city bus is moving along a snowy street.
5145.jpg,1 3 15,a pitcher on a baseball team is about to pitch the ball
18401.jpg,1 15,Men are playing sports in a muddy dirt field.
7284.jpg,1 11 13,Child standing in front of a stop sign on a suburban street corner.
